Date,Open,High,Low,Close,Share,Money,Numb
2014/12/31,9260.46 ,9307.26 ,9252.31 ,9307.26 ,3476527952,60510726880,579279
2015/1/5,9292.31 ,9292.31 ,9182.02 ,9274.11 ,4852267931,81345264521,802192
2015/1/6,9209.93 ,9209.93 ,9043.44 ,9048.34 ,6230285882,1.11239E+11,1082172
2015/1/7,9051.94 ,9108.66 ,9050.54 ,9080.09 ,5479103670,96820252412,889813
2015/1/8,9154.03 ,9246.62 ,9154.03 ,9238.03 ,6379855072,1.08488E+11,955871
2015/1/9,9247.40 ,9284.57 ,9215.58 ,9215.58 ,5433889277,98908302091,886883
2015/1/12,9198.02 ,9229.65 ,9178.30 ,9178.30 ,4986250431,84290218313,833588
2015/1/13,9162.77 ,9253.82 ,9161.71 ,9231.80 ,5392992629,92735480531,880017
2015/1/14,9235.90 ,9242.20 ,9161.71 ,9180.23 ,5384948484,93381279415,877450
2015/1/15,9197.32 ,9219.43 ,9149.10 ,9165.09 ,5382422320,89523584685,843514
2015/1/16,9245.77 ,9256.86 ,9109.46 ,9138.29 ,6012829911,1.15877E+11,1022153
2015/1/19,9183.76 ,9247.09 ,9151.82 ,9174.06 ,5182409108,89551554637,824574
2015/1/20,9188.76 ,9259.31 ,9177.48 ,9251.69 ,5309477241,87021886541,792590
2015/1/21,9283.79 ,9319.71 ,9275.68 ,9319.71 ,5645662766,1.00207E+11,872024
2015/1/22,9336.81 ,9386.56 ,9336.81 ,9369.51 ,5782452728,99005013654,925022
2015/1/23,9422.00 ,9471.80 ,9422.00 ,9470.94 ,6246155897,1.199E+11,993663
2015/1/26,9474.56 ,9478.53 ,9436.47 ,9477.67 ,4902892545,90717232968,772144
2015/1/27,9505.56 ,9523.73 ,9471.19 ,9521.59 ,4972156408,91189723506,787075
2015/1/28,9503.20 ,9515.29 ,9471.31 ,9510.92 ,4709303129,83360492917,754191
2015/1/29,9479.36 ,9482.13 ,9403.75 ,9426.90 ,4893263126,83535097517,744931
2015/1/30,9452.85 ,9466.65 ,9361.91 ,9361.91 ,4681307142,87386115955,764663
2015/2/2,9368.83 ,9410.43 ,9352.19 ,9386.99 ,4198820720,73061323101,676154
2015/2/3,9394.47 ,9460.17 ,9394.47 ,9448.73 ,4540480721,77845519444,697145
2015/2/4,9477.52 ,9533.88 ,9477.52 ,9513.92 ,5265101501,98275417026,859289
2015/2/5,9511.06 ,9517.42 ,9472.42 ,9512.05 ,4297455180,74420917173,659579
2015/2/6,9521.88 ,9521.88 ,9448.65 ,9456.18 ,3930850804,72878510518,671147
2015/2/9,9465.12 ,9465.12 ,9413.18 ,9421.50 ,3552049489,66408178128,607561
2015/2/10,9405.59 ,9435.07 ,9390.13 ,9393.70 ,3926336083,76023533973,686564
2015/2/11,9430.17 ,9488.72 ,9430.17 ,9462.22 ,4496931292,97422271241,758016
2015/2/12,9496.39 ,9500.35 ,9447.19 ,9496.31 ,3662319286,76959919131,648853
2015/2/13,9500.04 ,9542.09 ,9499.97 ,9529.51 ,3395867320,77582870579,676388
2015/2/24,9582.39 ,9638.48 ,9582.39 ,9629.37 ,4158918452,1.14787E+11,874827
2015/2/25,9655.72 ,9699.54 ,9653.77 ,9699.54 ,4754236685,97194558587,868161
2015/2/26,9687.48 ,9688.07 ,9610.59 ,9622.10 ,4438632573,98596499325,784838
2015/3/2,9665.11 ,9690.43 ,9588.36 ,9601.36 ,4459205379,92829887227,837359
2015/3/3,9628.06 ,9642.95 ,9571.64 ,9605.77 ,4446559381,85986600442,784334
2015/3/4,9596.24 ,9635.18 ,9580.78 ,9621.73 ,4539189625,85082416047,812771
2015/3/5,9627.04 ,9631.04 ,9564.44 ,9595.09 ,4635460608,85930112407,790586
2015/3/6,9587.59 ,9645.77 ,9574.55 ,9645.77 ,4783179259,95779164094,827891
2015/3/9,9617.04 ,9617.04 ,9549.76 ,9562.98 ,4400900883,86761858898,772160
2015/3/10,9566.25 ,9583.78 ,9520.33 ,9536.53 ,4731732681,93135038990,860284
2015/3/11,9503.28 ,9561.81 ,9472.54 ,9523.18 ,5039426812,97041708916,892462
2015/3/12,9537.23 ,9608.02 ,9530.74 ,9596.00 ,5614913860,97163348938,908970
2015/3/13,9608.44 ,9633.51 ,9579.35 ,9579.35 ,4765227785,88452992419,795705
2015/3/16,9583.45 ,9590.76 ,9512.91 ,9512.91 ,4272083203,83938633831,765183
2015/3/17,9555.10 ,9629.80 ,9539.44 ,9539.44 ,5065590882,98232445611,858373
2015/3/18,9563.74 ,9653.43 ,9561.50 ,9653.43 ,5546829875,1.07569E+11,950199
2015/3/19,9668.01 ,9745.59 ,9668.01 ,9736.73 ,6277815299,1.18244E+11,1064485
2015/3/20,9706.35 ,9749.69 ,9705.32 ,9749.69 ,5786926075,1.22255E+11,1012923
2015/3/23,9759.88 ,9775.63 ,9729.81 ,9758.09 ,5613302393,1.04895E+11,964548
2015/3/24,9759.96 ,9768.71 ,9701.33 ,9731.66 ,5482580883,97574070984,870967
2015/3/25,9739.25 ,9743.58 ,9653.47 ,9667.83 ,5204949185,96868024585,878488
2015/3/26,9579.63 ,9619.12 ,9540.03 ,9619.12 ,5409431113,1.20171E+11,924760
2015/3/27,9593.07 ,9608.44 ,9503.72 ,9503.72 ,5202683098,1.14397E+11,945939
2015/3/30,9533.38 ,9556.25 ,9503.53 ,9521.87 ,4730427421,92563917741,866239
2015/3/31,9568.38 ,9594.75 ,9527.87 ,9586.44 ,5582681658,1.0706E+11,938261
2015/4/1,9575.11 ,9575.11 ,9503.53 ,9507.66 ,4767155415,87244876138,830210
2015/4/2,9535.98 ,9628.95 ,9535.98 ,9600.32 ,4444159349,94545360840,839636
2015/4/7,9619.97 ,9653.97 ,9613.33 ,9641.90 ,4475869230,93042457816,855949
2015/4/8,9646.07 ,9654.67 ,9562.00 ,9571.97 ,4964321091,94461032200,917947
2015/4/9,9597.21 ,9663.05 ,9559.71 ,9568.04 ,5487812296,1.00861E+11,940893
2015/4/10,9626.88 ,9648.34 ,9582.84 ,9617.70 ,4888368216,92668765540,869673
2015/4/13,9622.64 ,9666.52 ,9622.59 ,9666.52 ,4689419992,86796279970,836307
2015/4/14,9646.28 ,9664.10 ,9631.19 ,9642.22 ,5377952198,94828954001,860303
2015/4/15,9629.70 ,9654.15 ,9508.14 ,9540.06 ,5776807536,1.14465E+11,1021714
2015/4/16,9578.71 ,9656.87 ,9578.71 ,9656.87 ,5454887647,1.04638E+11,951717
2015/4/17,9608.60 ,9615.52 ,9570.93 ,9570.93 ,5148406223,99134368657,891062
2015/4/20,9541.83 ,9572.65 ,9508.57 ,9552.85 ,4912281564,91460781461,835649
2015/4/21,9554.80 ,9598.86 ,9512.64 ,9533.98 ,5173309030,94463486011,861574
2015/4/22,9549.61 ,9630.79 ,9549.61 ,9613.00 ,5740755642,1.04685E+11,879319
2015/4/23,9655.30 ,9814.88 ,9655.30 ,9797.49 ,7896791432,1.44526E+11,1237028
2015/4/24,9839.71 ,9961.31 ,9839.71 ,9913.28 ,7901237149,1.68637E+11,1309641
2015/4/27,9941.18 ,10002.58 ,9937.04 ,9973.12 ,6949305336,1.32148E+11,1129116
2015/4/28,9998.08 ,10014.28 ,9918.01 ,9956.83 ,6429869782,1.18166E+11,1060989
2015/4/29,9934.82 ,9978.87 ,9842.50 ,9853.83 ,6257225514,1.14997E+11,1063477
2015/4/30,9841.15 ,9894.90 ,9820.05 ,9820.05 ,5308551928,1.13354E+11,998945
2015/5/4,9853.51 ,9871.65 ,9800.48 ,9845.04 ,5334499660,99034716478,869764
2015/5/5,9849.13 ,9855.64 ,9788.13 ,9820.13 ,5211353324,91994839945,860619
2015/5/6,9780.39 ,9829.43 ,9735.94 ,9818.20 ,5746814596,97732148575,946704
2015/5/7,9789.82 ,9789.82 ,9704.11 ,9704.11 ,5892695684,95421536820,902452
2015/5/8,9724.29 ,9760.51 ,9692.00 ,9692.00 ,4908798351,84710933655,811827
2015/5/11,9763.94 ,9797.19 ,9635.88 ,9663.72 ,5667335113,96227341183,940750
2015/5/12,9637.71 ,9702.67 ,9637.21 ,9680.73 ,5224330646,89236771933,897301
2015/5/13,9697.17 ,9743.33 ,9687.66 ,9724.11 ,5616365961,96418633941,888731
2015/5/14,9730.33 ,9734.55 ,9600.24 ,9610.83 ,5719427936,99001312038,954625
2015/5/15,9638.06 ,9644.83 ,9552.86 ,9579.48 ,4901351828,84261005908,821524
2015/5/18,9603.75 ,9612.44 ,9550.76 ,9606.10 ,5186520947,93428094923,879330
2015/5/19,9623.95 ,9722.80 ,9623.95 ,9716.77 ,6558000448,1.08489E+11,991830
2015/5/20,9726.02 ,9736.09 ,9662.86 ,9685.31 ,6006601853,98669954428,963295
2015/5/21,9647.53 ,9647.53 ,9536.16 ,9578.56 ,5495831940,96794500127,943980
2015/5/22,9606.51 ,9674.77 ,9606.51 ,9638.80 ,5692444036,99773167463,914718
2015/5/25,9654.28 ,9654.28 ,9589.32 ,9645.17 ,4733534167,76977513260,728082
2015/5/26,9688.31 ,9724.36 ,9649.62 ,9669.41 ,5040137033,79860039334,779123
2015/5/27,9666.89 ,9710.29 ,9648.71 ,9693.54 ,5959614716,1.0214E+11,918397
2015/5/28,9741.57 ,9766.21 ,9704.93 ,9712.84 ,6343828755,1.1539E+11,997356
2015/5/29,9727.59 ,9747.27 ,9693.00 ,9701.07 ,6496284596,1.4373E+11,963830
2015/6/1,9688.13 ,9692.34 ,9589.09 ,9625.69 ,5117913510,92338114844,884015
2015/6/2,9619.88 ,9657.02 ,9584.56 ,9614.26 ,5518704631,1.00319E+11,965965
2015/6/3,9617.75 ,9645.48 ,9550.44 ,9556.52 ,5909994969,1.02245E+11,1016594
2015/6/4,9537.09 ,9558.77 ,9325.01 ,9348.63 ,7512610330,1.37606E+11,1279214
2015/6/5,9328.02 ,9371.41 ,9272.94 ,9340.13 ,6120810367,1.11662E+11,1074049
2015/6/8,9324.22 ,9419.22 ,9258.98 ,9368.43 ,5366753133,96140487119,960292
2015/6/9,9346.11 ,9363.52 ,9191.87 ,9191.87 ,6363723560,1.08866E+11,1117500
2015/6/10,9246.66 ,9334.50 ,9246.66 ,9298.50 ,5573210136,98950673518,936154
2015/6/11,9330.99 ,9358.48 ,9251.18 ,9302.49 ,5385056243,98794030354,931735
2015/6/12,9304.75 ,9339.33 ,9263.41 ,9301.93 ,4438188761,83259876137,791580
2015/6/15,9304.66 ,9324.94 ,9252.34 ,9259.48 ,4136644400,75184213836,745661
2015/6/16,9272.70 ,9272.70 ,9177.95 ,9212.78 ,4506250142,80556119024,787309
2015/6/17,9232.81 ,9242.22 ,9170.09 ,9189.83 ,5035577907,92742972434,977210
2015/6/18,9189.44 ,9243.84 ,9187.87 ,9218.37 ,4579457951,82883259282,816047
2015/6/22,9247.76 ,9371.48 ,9247.76 ,9341.77 ,4879223517,90752557215,849903
2015/6/23,9375.78 ,9438.39 ,9375.78 ,9391.14 ,5460133078,1.00681E+11,915523
2015/6/24,9390.27 ,9409.44 ,9364.38 ,9397.31 ,4657385690,79465282353,771485
2015/6/25,9415.78 ,9500.57 ,9415.78 ,9476.34 ,5302137304,1.03241E+11,899982
2015/6/26,9481.95 ,9489.91 ,9442.94 ,9462.57 ,4405168765,84629026683,769950
2015/6/29,9358.96 ,9358.96 ,9227.11 ,9236.10 ,4934402131,94229683869,871714
2015/6/30,9223.27 ,9323.02 ,9204.45 ,9323.02 ,4683208727,92660601731,793566
2015/7/1,9311.76 ,9404.76 ,9298.36 ,9375.23 ,4656513308,86625727410,771544
2015/7/2,9372.46 ,9400.68 ,9350.05 ,9379.24 ,4797356915,86101576336,803459
2015/7/3,9369.50 ,9369.50 ,9265.14 ,9358.23 ,4646006972,84384479782,783502
2015/7/6,9309.86 ,9347.54 ,9255.96 ,9255.96 ,4427633609,83557373786,748474
2015/7/7,9278.33 ,9332.97 ,9244.46 ,9250.16 ,4996360947,92490349611,810409
2015/7/8,9225.91 ,9225.91 ,8946.75 ,8976.11 ,7466454956,1.43387E+11,1239207
2015/7/9,8861.28 ,8946.24 ,8750.92 ,8914.13 ,7077500568,1.30306E+11,1157623
2015/7/13,8946.72 ,9041.88 ,8946.72 ,9033.92 ,5739250369,1.04063E+11,945636
2015/7/14,9061.58 ,9124.76 ,9041.76 ,9041.76 ,5790554239,1.00732E+11,946131
2015/7/15,9063.54 ,9089.47 ,9005.10 ,9054.20 ,4863624738,83369057246,801346
2015/7/16,9062.76 ,9085.31 ,9021.82 ,9042.21 ,4748227285,77919815376,763606
2015/7/17,9060.92 ,9079.23 ,9018.00 ,9045.98 ,4319096945,76606304177,727288
2015/7/20,9085.00 ,9124.88 ,8952.64 ,8975.00 ,4855463932,82628553869,776982
2015/7/21,8997.56 ,9010.71 ,8940.38 ,9005.96 ,4799326733,72773223246,720477
2015/7/22,8955.59 ,8968.39 ,8896.10 ,8918.70 ,4619017684,79605149530,745992
2015/7/23,8865.36 ,8895.88 ,8751.71 ,8791.12 ,5768014528,1.04462E+11,911648
2015/7/24,8809.65 ,8811.76 ,8733.43 ,8767.86 ,4406134242,77718045263,710949
2015/7/27,8733.24 ,8733.24 ,8553.09 ,8556.68 ,5521284502,97489008502,938933
2015/7/28,8566.42 ,8635.88 ,8532.00 ,8582.49 ,5775877736,1.00157E+11,1021345
2015/7/29,8587.70 ,8619.41 ,8516.23 ,8563.48 ,5454927450,90000973887,854871
2015/7/30,8567.23 ,8697.18 ,8567.23 ,8651.49 ,5572493165,88591366983,838782
2015/7/31,8670.92 ,8676.29 ,8591.37 ,8665.34 ,4714909313,86947729829,800885
2015/8/3,8636.53 ,8636.53 ,8482.92 ,8524.41 ,4456854578,79017714667,781107
2015/8/4,8538.44 ,8590.30 ,8433.92 ,8510.86 ,5903371379,1.00989E+11,943638
2015/8/5,8504.94 ,8563.01 ,8486.27 ,8542.27 ,4970382345,86831688174,806529
2015/8/6,8564.55 ,8586.24 ,8404.67 ,8449.56 ,5123559195,90865964422,840442
2015/8/7,8409.01 ,8458.04 ,8368.40 ,8442.29 ,4117657825,76154494431,721090
2015/8/10,8410.63 ,8484.18 ,8374.08 ,8466.84 ,4768399796,79158877438,752707
2015/8/11,8542.13 ,8586.22 ,8393.08 ,8394.14 ,5618074296,1.00394E+11,962902
2015/8/12,8365.15 ,8376.59 ,8235.95 ,8283.38 ,5511020287,96732344851,921150
2015/8/13,8284.96 ,8348.39 ,8271.69 ,8311.74 ,5227215110,89030027535,859599
2015/8/14,8315.14 ,8343.98 ,8283.35 ,8305.64 ,4284159349,73899398219,734286
2015/8/17,8307.90 ,8308.54 ,8213.42 ,8213.42 ,4005646949,70276113818,695278
2015/8/18,8237.08 ,8277.22 ,8166.77 ,8177.22 ,4431352875,75622516534,794186
2015/8/19,8182.81 ,8182.81 ,7987.57 ,8021.84 ,5729045452,1.0187E+11,1091982
2015/8/20,8008.68 ,8063.80 ,7951.72 ,8029.81 ,4817633589,88588003665,900529
2015/8/21,7941.95 ,7941.95 ,7786.92 ,7786.92 ,5463799629,1.03663E+11,1058347
2015/8/24,7719.63 ,7719.63 ,7203.07 ,7410.34 ,7568799118,1.46088E+11,1406377
2015/8/25,7427.36 ,7677.93 ,7368.47 ,7675.64 ,6329377004,1.23697E+11,1210843
2015/8/26,7636.12 ,7762.45 ,7547.61 ,7715.59 ,5671328509,1.10093E+11,1021079
2015/8/27,7762.63 ,7856.40 ,7762.63 ,7824.55 ,5626661703,1.1014E+11,1069050
2015/8/28,7923.77 ,8039.76 ,7923.77 ,8019.18 ,5324229177,1.05352E+11,1010936
2015/8/31,8026.62 ,8174.92 ,7961.77 ,8174.92 ,4883034485,1.01647E+11,897409
2015/9/1,8117.50 ,8119.90 ,8002.18 ,8017.56 ,4641178087,85331377955,901539
2015/9/2,7970.40 ,8068.06 ,7907.31 ,8035.29 ,4825522820,91334186416,900998
2015/9/3,8071.37 ,8101.13 ,8007.48 ,8095.95 ,4990186150,87162613218,906304
2015/9/4,8087.62 ,8128.23 ,7990.86 ,8000.60 ,4737411847,83033560438,888022
2015/9/7,7990.76 ,8053.20 ,7957.80 ,7986.56 ,3680391776,69047248371,665248
2015/9/8,7993.10 ,8031.26 ,7978.78 ,8001.50 ,3699914682,66815955024,699651
2015/9/9,8097.22 ,8296.13 ,8097.22 ,8286.92 ,6099425931,1.18865E+11,1117981
2015/9/10,8247.64 ,8274.82 ,8214.50 ,8268.68 ,4568406013,85925955995,888951
2015/9/11,8271.25 ,8313.18 ,8233.14 ,8305.82 ,3965525525,80661662098,828781
2015/9/14,8332.57 ,8360.03 ,8259.31 ,8307.29 ,3831432962,76665394494,795341
2015/9/15,8320.22 ,8327.95 ,8226.07 ,8259.99 ,3542239088,69267351199,710588
2015/9/16,8298.13 ,8342.36 ,8276.94 ,8333.29 ,4025188269,81336790391,802408
2015/9/17,8377.31 ,8467.15 ,8377.31 ,8445.50 ,4910655218,98955865099,975328
2015/9/18,8427.52 ,8488.53 ,8399.71 ,8462.14 ,4556547939,95275540660,881237
2015/9/21,8404.50 ,8404.50 ,8285.43 ,8307.04 ,3775388802,77788729820,803164
2015/9/22,8331.44 ,8365.92 ,8325.78 ,8365.92 ,3812436934,70438769031,775108
2015/9/23,8310.82 ,8310.82 ,8186.22 ,8193.42 ,4206525556,81119488767,871498
2015/9/24,8224.23 ,8257.14 ,8101.90 ,8123.10 ,4252300158,82663718107,854228
2015/9/25,8131.49 ,8152.50 ,8061.87 ,8132.35 ,3660074136,71549305434,724474
2015/9/30,8097.15 ,8181.24 ,8059.68 ,8181.24 ,4385018103,1.05683E+11,879655
2015/10/1,8194.30 ,8317.79 ,8170.78 ,8295.94 ,4752303138,89611697132,875636
2015/10/2,8290.43 ,8320.66 ,8253.75 ,8305.03 ,3917344204,74287125285,762408
2015/10/5,8342.99 ,8364.59 ,8316.83 ,8352.36 ,4196667047,84283464981,828895
2015/10/6,8409.31 ,8482.83 ,8390.89 ,8394.10 ,5035678132,1.01097E+11,957159
2015/10/7,8398.53 ,8495.23 ,8385.04 ,8495.23 ,4977767973,94105068660,893516
2015/10/8,8528.46 ,8544.93 ,8434.50 ,8445.96 ,4582747519,97523954545,906154
2015/10/12,8478.34 ,8578.22 ,8478.34 ,8573.72 ,4663975109,1.03101E+11,913455
2015/10/13,8571.57 ,8574.11 ,8518.41 ,8567.92 ,4628841592,90133649490,848687
2015/10/14,8545.14 ,8553.87 ,8515.53 ,8522.51 ,4661254793,87825777816,827572
2015/10/15,8573.38 ,8652.47 ,8573.38 ,8601.52 ,4925269611,95189085194,887683
2015/10/16,8596.43 ,8627.83 ,8574.64 ,8604.95 ,4770761783,96718322538,867143
2015/10/19,8628.79 ,8670.32 ,8603.08 ,8631.50 ,4169249554,81231937425,805771
2015/10/20,8651.08 ,8663.12 ,8618.48 ,8653.60 ,4402455182,82685139723,856000
2015/10/21,8668.08 ,8690.39 ,8591.42 ,8609.23 ,4797422125,89680272701,922283
2015/10/22,8600.40 ,8631.17 ,8594.21 ,8608.46 ,4318482367,76316202974,788947
2015/10/23,8671.52 ,8740.08 ,8662.03 ,8673.81 ,4431880673,94003940710,898285
2015/10/26,8706.81 ,8757.14 ,8706.81 ,8745.36 ,4041409314,85222244907,819121
2015/10/27,8724.00 ,8733.53 ,8662.77 ,8701.32 ,4557627263,89139346989,853344
2015/10/28,8679.24 ,8714.01 ,8632.38 ,8665.99 ,4351137856,80512582901,819726
2015/10/29,8682.58 ,8704.59 ,8568.13 ,8571.08 ,4608149414,86080268757,889259
2015/10/30,8578.25 ,8586.90 ,8503.69 ,8554.31 ,4366502709,87141268483,852471
2015/11/2,8571.53 ,8614.77 ,8524.01 ,8614.77 ,3978030515,78762668909,775607
2015/11/3,8643.21 ,8728.06 ,8643.21 ,8713.19 ,5032940672,97609778724,928557
2015/11/4,8759.94 ,8864.17 ,8754.18 ,8857.02 ,6321826073,1.28436E+11,1148918
2015/11/5,8858.73 ,8871.87 ,8828.04 ,8850.18 ,5688577616,1.07032E+11,949724
2015/11/6,8857.61 ,8857.61 ,8671.89 ,8693.57 ,5328087934,1.14276E+11,970731
2015/11/9,8702.67 ,8746.28 ,8623.70 ,8642.48 ,4800751695,95644596303,869204
2015/11/10,8614.55 ,8614.55 ,8529.54 ,8536.90 ,4486788135,86548568189,835616
2015/11/11,8543.63 ,8557.69 ,8415.01 ,8415.01 ,4958427166,97993815359,915699
2015/11/12,8426.76 ,8467.31 ,8374.07 ,8428.09 ,4524702431,83027582041,802587
2015/11/13,8402.11 ,8453.04 ,8329.50 ,8329.50 ,3995281198,78154881346,772447
2015/11/16,8278.12 ,8312.06 ,8217.34 ,8295.40 ,4162988137,81544445196,853851
2015/11/17,8369.14 ,8471.89 ,8369.14 ,8419.42 ,4701111814,86433373152,862301
2015/11/18,8432.25 ,8455.14 ,8326.72 ,8340.47 ,4434536103,83774632454,891632
2015/11/19,8382.09 ,8477.20 ,8357.20 ,8477.20 ,4519431326,85959724638,870337
2015/11/20,8472.65 ,8484.06 ,8434.33 ,8465.45 ,3802180382,76312892966,776646
2015/11/23,8480.59 ,8503.08 ,8450.01 ,8485.73 ,3526392145,70610380103,735894
2015/11/24,8472.24 ,8497.83 ,8397.44 ,8400.14 ,4230827606,81692011876,817570
2015/11/25,8407.54 ,8426.62 ,8352.17 ,8386.13 ,4080689769,76411488242,812777
2015/11/26,8411.16 ,8510.70 ,8411.16 ,8484.90 ,4189963481,80124274162,824013
2015/11/27,8493.18 ,8505.08 ,8397.49 ,8398.40 ,3541567974,66741696339,708801
2015/11/30,8339.83 ,8339.83 ,8239.00 ,8320.61 ,5703618610,1.37073E+11,1004081
2015/12/1,8359.27 ,8463.30 ,8339.50 ,8463.30 ,4472591068,91597727444,915287
2015/12/2,8475.96 ,8497.19 ,8441.28 ,8457.40 ,4638307839,90849304176,931784
2015/12/3,8424.54 ,8484.52 ,8393.29 ,8456.06 ,4456284258,81879390003,878865
2015/12/4,8423.70 ,8423.70 ,8355.75 ,8398.60 ,4023683559,82371605416,865863
2015/12/7,8432.47 ,8535.36 ,8432.47 ,8454.27 ,4093597146,89104532996,823210
2015/12/8,8442.06 ,8453.63 ,8335.67 ,8343.86 ,4374180471,87422974979,931973
2015/12/9,8329.86 ,8343.37 ,8229.62 ,8229.62 ,4660580997,90537712075,935042
2015/12/10,8214.27 ,8228.43 ,8133.42 ,8216.17 ,4578151926,89201902075,901791
2015/12/11,8217.33 ,8253.11 ,8108.68 ,8115.89 ,4394623776,89006527464,906046
2015/12/14,8058.67 ,8068.98 ,7980.59 ,8040.16 ,3945349964,76003661375,803296
2015/12/15,8074.48 ,8140.06 ,8073.35 ,8073.35 ,3902011854,74441654422,784379
2015/12/16,8144.03 ,8204.20 ,8121.06 ,8184.66 ,4592907964,89590060978,865608
2015/12/17,8214.62 ,8319.67 ,8214.62 ,8319.67 ,5006589120,92440420348,923092
2015/12/18,8272.41 ,8317.48 ,8241.32 ,8257.32 ,4300834791,84513449675,793505
2015/12/21,8228.05 ,8289.59 ,8191.53 ,8282.17 ,4648276722,78362770442,820957
2015/12/22,8283.03 ,8316.44 ,8261.72 ,8292.74 ,4392405268,77226381496,781532
2015/12/23,8296.58 ,8359.25 ,8296.58 ,8315.70 ,4533440802,74614133395,808935
2015/12/24,8351.20 ,8393.41 ,8324.36 ,8324.36 ,3875484683,61578257711,701722
2015/12/25,8328.94 ,8364.30 ,8320.10 ,8363.28 ,2699121219,40256202300,502166
2015/12/28,8374.18 ,8394.60 ,8358.49 ,8358.49 ,2661228984,51018569838,550988
2015/12/29,8349.27 ,8351.16 ,8286.84 ,8293.91 ,2947257936,52840284814,577635
2015/12/30,8313.37 ,8342.34 ,8262.52 ,8279.99 ,3048259878,53537173492,584673
2015/12/31,8273.77 ,8338.06 ,8258.73 ,8338.06 ,2499013694,48209622555,494056
2016/1/4,8315.79 ,8326.33 ,8109.09 ,8114.26 ,3828317506,77036676791,823702
2016/1/5,8105.00 ,8142.64 ,8055.96 ,8075.11 ,4174711678,80349248930,835646
2016/1/6,8064.25 ,8076.54 ,7948.43 ,7990.39 ,4862380750,99143623931,944604
2016/1/7,7963.24 ,7980.50 ,7770.16 ,7852.06 ,5920713736,1.17577E+11,1151598
2016/1/8,7811.20 ,7906.55 ,7788.71 ,7893.97 ,4534181205,92853774729,859799
2016/1/11,7855.80 ,7855.80 ,7726.22 ,7788.42 ,4324346686,85321943005,864273
2016/1/12,7807.93 ,7851.81 ,7732.11 ,7768.45 ,4774778088,86552474918,878969
2016/1/13,7799.56 ,7865.98 ,7786.33 ,7824.61 ,4191855350,76588652185,785161
2016/1/14,7752.09 ,7752.09 ,7662.34 ,7742.88 ,4276900082,81779081768,843642
2016/1/15,7809.00 ,7842.34 ,7708.66 ,7762.01 ,4228452132,90430983043,834866
2016/1/18,7678.67 ,7834.25 ,7627.89 ,7811.18 ,4556531786,81693572616,899532
2016/1/19,7816.45 ,7854.88 ,7786.77 ,7854.88 ,4401843015,74328444326,777581
2016/1/20,7835.17 ,7835.17 ,7687.60 ,7699.12 ,4995793415,89909264962,934145
2016/1/21,7713.17 ,7748.37 ,7664.01 ,7664.01 ,4228018052,73757813283,766878
2016/1/22,7729.01 ,7774.12 ,7706.14 ,7756.18 ,3770515717,69411719214,735234
2016/1/25,7813.73 ,7899.66 ,7813.73 ,7894.15 ,3916387295,69661237574,721242
2016/1/26,7832.10 ,7848.63 ,7799.58 ,7828.67 ,3725690246,62349440613,663929
2016/1/27,7863.66 ,7888.63 ,7830.33 ,7849.83 ,3921538073,70341506723,704137
2016/1/28,7825.22 ,7921.06 ,7821.12 ,7905.10 ,4225736859,79651114076,757225
2016/1/29,7880.78 ,8080.60 ,7876.82 ,8080.60 ,5887199015,1.13464E+11,991000
2016/1/30,8107.23 ,8149.50 ,8106.63 ,8145.21 ,4060926553,62496769696,667653
2016/2/1,8164.24 ,8166.80 ,8110.87 ,8156.96 ,4146109539,84881639979,810788
2016/2/2,8141.52 ,8156.25 ,8091.14 ,8131.24 ,3578769995,73811790035,762146
2016/2/3,8117.22 ,8117.22 ,8036.60 ,8063.00 ,3340620656,78552943082,756916
2016/2/15,7976.65 ,8074.80 ,7953.99 ,8066.51 ,3701233391,89049265308,835099
2016/2/16,8090.91 ,8227.19 ,8090.91 ,8212.07 ,4888935526,92274426133,895472
2016/2/17,8240.73 ,8253.80 ,8196.13 ,8214.25 ,4533522300,84973308024,877108
2016/2/18,8261.74 ,8337.97 ,8261.74 ,8314.67 ,4700434888,96306906424,908282
2016/2/19,8291.83 ,8325.04 ,8280.39 ,8325.04 ,3786260216,76763583732,796911
2016/2/22,8315.79 ,8396.62 ,8296.18 ,8326.68 ,4117476850,76666061454,788522
2016/2/23,8333.59 ,8361.79 ,8311.94 ,8334.64 ,4282835270,79158782479,834103
2016/2/24,8332.66 ,8382.25 ,8264.39 ,8282.86 ,4172001674,72921321301,818928
2016/2/25,8304.18 ,8388.63 ,8304.18 ,8365.86 ,4825333703,85369873858,893624
2016/2/26,8380.53 ,8432.74 ,8347.80 ,8411.16 ,4192508108,84825115511,814436
2016/3/1,8381.38 ,8489.01 ,8378.06 ,8485.69 ,4344172230,93076019508,914162
2016/3/2,8544.66 ,8586.25 ,8540.17 ,8544.05 ,5383933146,1.01504E+11,1022407
2016/3/3,8569.05 ,8630.77 ,8561.74 ,8611.79 ,5585659656,1.01457E+11,1058220
2016/3/4,8611.37 ,8648.94 ,8584.06 ,8643.55 ,4963184767,95177431173,1002782
2016/3/7,8656.74 ,8727.88 ,8632.21 ,8659.55 ,4985069930,97317441753,1044138
2016/3/8,8655.86 ,8668.51 ,8575.70 ,8664.31 ,5752490488,1.07338E+11,1118305
2016/3/9,8649.10 ,8657.17 ,8588.41 ,8634.11 ,4873667413,87722074364,924681
